ISO,YEAR,CMR,MMR,IMR,MNR,SBR
AFG,2000,6.1973,15000,48,2275.7,39296
AFG,2001,6.027,15000,59,2354.8,39727
AFG,2002,5.8589,14000,62,2422.7,40035
AFG,2003,5.7266,14000,66,2484.1,40456
AFG,2004,5.7028,13000,72,2531.3,40778
AFG,2005,5.7549,13000,76,2554.4,41051
AFG,2006,5.8587,13000,75,2580,41042
AFG,2007,5.981,13000,76,2579.3,40923
AFG,2008,6.057,12000,75,2562.4,40706
AFG,2009,5.9928,12000,72,2534.7,40357
AFG,2010,5.7462,11000,72,2507.4,39734
AFG,2011,5.3562,11000,78,2466.3,39160
AFG,2012,4.8823,10000,78,2417.3,38702
AFG,2013,4.3537,9600,76,2363.2,38042
AFG,2014,3.8228,9300,73,2307.7,37620
AFG,2015,3.3544,8400,73,2260.4,37252
AFG,2016,2.9856,8100,73,2203.5,36875
AFG,2017,2.7299,7700,73,2148.1,36453
AFG,2018,2.5435,7700,73,2096.6,35934
AFG,2019,2.3892,7700,73,2045.2,35384
AFG,2020,2.3892,7700,73,1988.8,35384
ALB,2000,2.1601,12,98,83,329
ALB,2001,2.0839,11,97,80.4,305
ALB,2002,2.0092,10,98,76.6,283
ALB,2003,1.9373,9,97,71.9,264
ALB,2004,1.8645,7,98,66.3,246
ALB,2005,1.7919,9,99,60.4,230
ALB,2006,1.7191,7,98,54.4,214
ALB,2007,1.6488,7,98,48.5,198
ALB,2008,1.5796,7,99,43.3,183
ALB,2009,1.5112,7,99,38.8,171
ALB,2010,1.4461,7,99,35.2,161
ALB,2011,1.3816,8,99,32.3,156
ALB,2012,1.3205,6,99,29.9,152
ALB,2013,1.2608,6,99,28,148
ALB,2014,1.2032,6,99,26.2,143
ALB,2015,1.1479,5,99,24.5,140
ALB,2016,1.0952,5,99,23.5,137
ALB,2017,1.0446,5,99,21.9,137
ALB,2018,0.9955,5,99,19.7,137
ALB,2019,0.9492,5,99,17.6,137
ALB,2020,0.9492,5,99,15.9,137
DZA,2000,3.6128,980,95,680.7,10605
DZA,2001,3.4314,940,92,628.1,10440
DZA,2002,3.2555,910,93,589.5,10424
DZA,2003,3.5233,920,93,562.5,10472
DZA,2004,2.9443,890,93,544.6,10584
DZA,2005,2.815,880,94,531.1,10706
DZA,2006,2.7004,890,98,523.4,10860
DZA,2007,2.5964,920,98,521.8,10962
DZA,2008,2.495,950,97,524,11008
DZA,2009,2.395,990,98,527.5,10906
DZA,2010,2.2959,1000,99,529.3,10796
DZA,2011,2.2,1100,99,540.4,10693
DZA,2012,2.1079,1100,99,540.2,10615
DZA,2013,2.0205,1100,99,532.9,10441
DZA,2014,1.9409,1100,99,523.8,10195
DZA,2015,1.8711,1200,99,516.6,9898
DZA,2016,1.8137,1200,96,505.8,9765
DZA,2017,1.7647,1200,95,494.7,9750
DZA,2018,1.7204,1200,96,488.6,9768
DZA,2019,1.6757,1200,96,479.5,9674
DZA,2020,1.6757,1200,96,466.8,9674
AND,2000,0.8791,,99,,3
AND,2001,0.8389,,96,,3
AND,2002,0.8039,,99,,3
AND,2003,0.7659,,99,,3
AND,2004,0.734,,99,,2
AND,2005,0.7018,,99,,2
AND,2006,0.6698,,96,,2
AND,2007,0.6408,,96,,2
AND,2008,0.6091,,99,,2
AND,2009,0.5798,,99,,2
AND,2010,0.5525,,99,,2
AND,2011,0.5244,,99,,2
AND,2012,0.4991,,99,,2
AND,2013,0.4751,,96,,2
AND,2014,0.4528,,99,,2
AND,2015,0.4328,,99,,2
AND,2016,0.415,,99,,1
AND,2017,0.398,,99,,1
AND,2018,0.3829,,99,,1
AND,2019,0.3694,,99,,1
AND,2020,0.3694,,99,,1
AGO,2000,30.7253,6600,44,1474.5,24539
AGO,2001,29.7315,6300,57,1440.5,24876
AGO,2002,28.6128,5800,65,1401.4,25040
AGO,2003,27.3668,5500,68,1364.1,25279
AGO,2004,25.9706,5200,75,1333.5,25462
AGO,2005,24.5132,4800,62,1315.7,25531
AGO,2006,23.0057,4500,66,1313.6,25484
AGO,2007,21.5154,4300,69,1322.4,25469
AGO,2008,20.0201,4000,69,1342.7,25582
AGO,2009,18.6321,3700,68,1379.5,25660
AGO,2010,17.3289,3500,68,1426.5,25603
AGO,2011,16.0872,3300,68,1488.4,25525
AGO,2012,14.9559,3100,66,1554.8,25415
AGO,2013,13.9711,3100,67,1626.2,25444
AGO,2014,13.1089,3000,69,1700.3,25392
AGO,2015,12.3773,3000,72,1784.4,25458
AGO,2016,11.7709,3000,74,1872.8,25538
AGO,2017,11.2274,3000,68,1960.6,25673
AGO,2018,10.7823,3000,74,2043.2,25745
AGO,2019,10.3333,3000,67,2119.6,25967
AGO,2020,10.3333,3000,67,2186.7,25967
ATG,2000,1.3438,1,98,,13
ATG,2001,1.3166,1,99,,13
ATG,2002,1.2842,1,98,,13
ATG,2003,1.2483,1,99,,13
ATG,2004,1.209,1,99,,12
ATG,2005,1.1681,1,99,,12
ATG,2006,1.1264,1,99,,12
ATG,2007,1.084,1,99,,11
ATG,2008,1.042,1,99,,11
ATG,2009,1.0006,1,99,,10
ATG,2010,0.96,1,99,,10
ATG,2011,0.9202,1,99,,10
ATG,2012,0.8825,1,99,,9
ATG,2013,0.8463,1,99,,9
ATG,2014,0.8141,1,99,,9
ATG,2015,0.7856,1,99,,9
ATG,2016,0.7593,1,97,,9
ATG,2017,0.7351,1,96,,8
ATG,2018,0.7135,1,99,,8
ATG,2019,0.6936,1,99,,8
ATG,2020,0.6936,1,99,,8
ARG,2000,1.3019,480,96,368.2,5669
ARG,2001,1.2717,480,96,358.3,5509
ARG,2002,1.2482,470,96,348.9,5322
ARG,2003,1.2366,470,96,341.7,5004
ARG,2004,1.2369,440,99,334.2,4571
ARG,2005,1.2457,430,99,320.3,4279
ARG,2006,1.2558,420,93,311.3,4151
ARG,2007,1.2541,410,94,305.5,4070
ARG,2008,1.2341,390,97,299.6,3983
ARG,2009,1.197,410,94,293.5,3894
ARG,2010,1.1486,380,95,289.8,3624
ARG,2011,1.0966,360,94,285.4,3660
ARG,2012,1.0494,350,94,284.7,3831
ARG,2013,1.0102,330,94,286.8,3915
ARG,2014,0.9796,320,98,289.8,3939
ARG,2015,0.9547,310,94,288.9,3871
ARG,2016,0.9293,300,93,290,3956
ARG,2017,0.8951,290,91,288.9,3978
ARG,2018,0.8494,290,91,288.4,4042
ARG,2019,0.8034,290,91,288.8,4042
ARG,2020,0.8034,290,91,289.8,4042
ARM,2000,0.989,17,97,34.8,835
ARM,2001,0.971,17,98,34.2,810
ARM,2002,0.961,16,98,34.4,792
ARM,2003,0.9577,15,98,35.1,775
ARM,2004,0.9599,15,97,35.8,762
ARM,2005,0.967,15,96,36,747
ARM,2006,0.9769,16,95,36.8,731
ARM,2007,0.9901,14,96,35.9,716
ARM,2008,1.0044,16,96,34.3,703
ARM,2009,1.0185,14,97,32.7,688
ARM,2010,1.0313,14,98,31.5,681
ARM,2011,1.0412,13,98,30.3,671
ARM,2012,1.0481,13,98,29.2,654
ARM,2013,1.0514,11,97,28.1,635
ARM,2014,1.0506,12,97,26.9,621
ARM,2015,1.0463,12,97,25.7,608
ARM,2016,1.039,11,97,23.9,592
ARM,2017,1.0291,11,97,22.5,571
ARM,2018,1.0169,11,96,21.2,549
ARM,2019,1.0021,11,96,19.9,526
ARM,2020,1.0021,11,96,18.7,526
AUS,2000,0.6301,17,96,16.4,794
AUS,2001,0.606,15,97,16.9,768
AUS,2002,0.5829,14,97,17.5,748
AUS,2003,0.5617,14,97,18.3,751
AUS,2004,0.5426,14,97,19.3,755
AUS,2005,0.5261,14,97,20.6,768
AUS,2006,0.5119,14,97,22.1,794
AUS,2007,0.4998,15,97,24,831
AUS,2008,0.4897,15,97,25.8,860
AUS,2009,0.4809,16,97,27.5,872
AUS,2010,0.4721,16,97,29,868
AUS,2011,0.4632,18,92,30.6,839
AUS,2012,0.4535,18,92,31.7,826
AUS,2013,0.4431,19,92,32.1,800
AUS,2014,0.4314,20,92,32.5,767
AUS,2015,0.4189,20,97,33,739
AUS,2016,0.4058,21,98,33.2,719
AUS,2017,0.3927,20,98,33.7,713
AUS,2018,0.3803,20,98,34.3,713
AUS,2019,0.3682,20,98,34.8,707
AUS,2020,0.3682,20,98,35.3,707
AUT,2000,0.6154,5,99,,226
AUT,2001,0.5925,5,99,,222
AUT,2002,0.571,5,99,,219
AUT,2003,0.5506,5,90,,213
AUT,2004,0.5312,4,99,,206
AUT,2005,0.513,4,99,,202
AUT,2006,0.4961,4,86,,199
AUT,2007,0.4797,4,95,,195
AUT,2008,0.4643,4,94,,192
AUT,2009,0.4497,4,94,,192
AUT,2010,0.4362,4,95,,194
AUT,2011,0.4234,4,96,,196
AUT,2012,0.4107,4,97,,197
AUT,2013,0.3985,4,98,,200
AUT,2014,0.3866,4,99,,200
AUT,2015,0.3746,4,97,,199
AUT,2016,0.3626,4,95,,199
AUT,2017,0.3506,4,94,,198
AUT,2018,0.3394,4,90,,196
AUT,2019,0.3283,4,90,,195
AUT,2020,0.3283,4,90,,195
AZE,2000,3.2361,66,83,173.4,2753
AZE,2001,3.1106,61,83,164.1,2633
AZE,2002,2.9983,58,82,158.4,2520
AZE,2003,2.8905,60,83,154.9,2422
AZE,2004,2.7787,53,84,152.3,2339
AZE,2005,2.6616,57,81,148.5,2262
AZE,2006,2.5396,50,86,146.1,2210
AZE,2007,2.4144,49,87,141,2167
AZE,2008,2.2948,49,90,135.5,2139
AZE,2009,2.1831,50,90,131.4,2115
AZE,2010,2.0838,51,94,129.5,2093
AZE,2011,1.9967,51,94,130.3,2068
AZE,2012,1.9229,51,94,132.9,2035
AZE,2013,1.86,50,95,136.7,1988
AZE,2014,1.8073,49,96,140.1,1918
AZE,2015,1.7623,48,97,142.4,1833
AZE,2016,1.7221,46,98,145.9,1741
AZE,2017,1.6847,44,97,145.6,1649
AZE,2018,1.6465,44,96,142.6,1557
AZE,2019,1.6055,44,96,138.3,1466
AZE,2020,1.6055,44,96,134.4,1466
BHS,2000,2.4606,4,99,,66
BHS,2001,2.3836,4,99,,65
BHS,2002,2.3015,4,99,,67
BHS,2003,2.2147,4,99,,71
BHS,2004,2.1261,4,99,,74
BHS,2005,2.037,4,99,,74
BHS,2006,1.9512,4,95,,74
BHS,2007,1.8664,4,98,,74
BHS,2008,1.7839,4,99,,74
BHS,2009,1.7065,4,99,,73
BHS,2010,1.6317,4,99,,71
BHS,2011,1.5608,4,99,,70
BHS,2012,1.4906,4,99,,68
BHS,2013,1.4245,4,99,,67
BHS,2014,1.3633,4,96,,66
BHS,2015,1.3016,4,99,,65
BHS,2016,1.2455,4,95,,65
BHS,2017,1.1925,4,98,,65
BHS,2018,1.1472,4,94,,64
BHS,2019,1.1037,4,91,,63
BHS,2020,1.1037,4,91,,63
BHR,2000,1.8039,4,98,8.1,128
BHR,2001,1.7414,3,99,7.7,125
BHR,2002,1.6719,4,99,7.4,124
BHR,2003,1.6025,3,99,7.2,123
BHR,2004,1.5375,3,99,7,122
BHR,2005,1.4757,3,99,6.9,121
BHR,2006,1.418,4,99,6.6,120
BHR,2007,1.364,3,97,6.5,119
BHR,2008,1.3146,3,98,6.4,119
BHR,2009,1.2666,4,98,6.4,120
BHR,2010,1.2217,4,99,6.2,123
BHR,2011,1.1834,3,99,6.3,128
BHR,2012,1.1494,4,99,6.3,129
BHR,2013,1.12,4,99,6.2,128
BHR,2014,1.0927,3,98,6.1,127
BHR,2015,1.0655,3,98,6.1,127
BHR,2016,1.0376,3,99,6,129
BHR,2017,1.0074,3,98,5.9,132
BHR,2018,0.9733,3,99,5.8,132
BHR,2019,0.9435,3,99,5.6,131
BHR,2020,0.9435,3,99,5.5,131
BGD,2000,6.8775,15000,92,9123.8,151590
BGD,2001,6.1101,15000,94,8867.4,146365
BGD,2002,5.857,14000,95,8576.1,140179
BGD,2003,5.9973,14000,93,8261,134579
BGD,2004,6.3072,13000,99,7933.2,128670
BGD,2005,6.6015,11000,97,7603.4,122962
BGD,2006,6.7432,10000,97,7310.7,117169
BGD,2007,6.6292,9600,98,7000.7,111577
BGD,2008,6.2616,9000,99,6692.8,106072
BGD,2009,5.7472,8500,99,6406.5,100388
BGD,2010,5.1833,8100,98,6152.3,95370
BGD,2011,4.6314,7700,99,5901.8,91585
BGD,2012,4.1532,7300,97,5695.4,88795
BGD,2013,3.7737,6900,98,5514.2,87221
BGD,2014,3.495,6500,99,5320.5,85672
BGD,2015,3.3331,6000,99,5148.5,82980
BGD,2016,3.2755,5500,99,4992.5,80551
BGD,2017,3.3402,5100,99,4823.6,78097
BGD,2018,3.4653,5100,99,4640.6,75365
BGD,2019,3.5893,5100,99,4471.2,72508
BGD,2020,3.5893,5100,99,4321.4,72508
BRB,2000,1.0041,2,93,1.5,32
BRB,2001,0.9779,2,92,1.5,32
BRB,2002,0.9519,2,92,1.5,32
BRB,2003,0.9265,2,91,1.5,32
BRB,2004,0.9005,2,97,1.5,31
BRB,2005,0.8735,2,97,1.4,31
BRB,2006,0.8459,1,94,1.4,31
BRB,2007,0.8184,1,93,1.5,30
BRB,2008,0.793,1,85,1.4,30
BRB,2009,0.7668,1,93,1.4,29
BRB,2010,0.7412,1,94,1.4,28
BRB,2011,0.7161,1,95,1.3,27
BRB,2012,0.6917,1,96,1.3,27
BRB,2013,0.6667,1,97,1.2,26
BRB,2014,0.6457,1,98,1.2,25
BRB,2015,0.6225,1,99,1.1,25
BRB,2016,0.5999,1,99,1.1,24
BRB,2017,0.5795,1,90,1,24
BRB,2018,0.5585,1,96,1,23
BRB,2019,0.5392,1,92,1,23
BRB,2020,0.5392,1,92,1,23
BLR,2000,1.5195,19,99,22.6,443
BLR,2001,1.4651,16,99,21.8,421
BLR,2002,1.4121,16,99,21,404
BLR,2003,1.3594,14,74,21,390
BLR,2004,1.3085,12,99,20.4,377
BLR,2005,1.2589,11,99,20.3,363
BLR,2006,1.2105,9,99,20.6,345
BLR,2007,1.1627,8,99,21,323
BLR,2008,1.1151,7,98,20.5,304
BLR,2009,1.0672,6,98,20.6,287
BLR,2010,1.0175,6,99,20.8,273
BLR,2011,0.9668,5,99,21.4,263
BLR,2012,0.9161,4,98,21.8,259
BLR,2013,0.8651,4,99,22.1,257
BLR,2014,0.8145,3,97,22.3,258
BLR,2015,0.765,3,99,22.4,258
BLR,2016,0.717,3,99,22.6,253
BLR,2017,0.6714,3,97,22.4,241
BLR,2018,0.6303,3,98,22,232
BLR,2019,0.5932,3,98,21.6,222
BLR,2020,0.5932,3,98,21.3,222
BEL,2000,0.6866,9,97,22.9,388
BEL,2001,0.662,9,97,22.1,384
BEL,2002,0.6386,8,97,21.3,391
BEL,2003,0.616,8,97,20.7,396
BEL,2004,0.5943,8,97,20.2,392
BEL,2005,0.5739,8,98,19.7,390
BEL,2006,0.5549,8,99,19.3,394
BEL,2007,0.5371,9,99,18.9,396
BEL,2008,0.5203,8,99,18.5,394
BEL,2009,0.5048,8,99,18.1,390
BEL,2010,0.4906,8,99,17.8,393
BEL,2011,0.4774,8,99,17.6,400
BEL,2012,0.4647,7,99,17.2,398
BEL,2013,0.4525,7,99,16.8,391
BEL,2014,0.4409,7,99,16.5,389
BEL,2015,0.4298,7,99,16.1,379
BEL,2016,0.4191,7,99,15.7,371
BEL,2017,0.4085,6,99,15.4,366
BEL,2018,0.3979,6,99,15.2,360
BEL,2019,0.3869,6,99,15,354
BEL,2020,0.3869,6,99,14.7,354
BLZ,2000,2.3113,7,96,9.4,83
BLZ,2001,2.2562,7,97,9.4,82
BLZ,2002,2.1958,6,97,9.4,80
BLZ,2003,2.135,6,98,9.2,78
BLZ,2004,2.0741,6,98,9,75
BLZ,2005,2.0104,5,98,8.7,72
BLZ,2006,1.945,5,98,8.4,70
BLZ,2007,1.8801,5,98,8,68
BLZ,2008,1.8158,4,98,7.7,67
BLZ,2009,1.7511,4,99,7.5,67
BLZ,2010,1.6882,4,99,7.2,67
BLZ,2011,1.6266,4,98,6.8,67
BLZ,2012,1.5659,4,99,6.6,67
BLZ,2013,1.5066,4,96,6.4,66
BLZ,2014,1.4487,4,96,6.2,64
BLZ,2015,1.3946,3,97,6,62
BLZ,2016,1.3437,3,98,5.9,59
BLZ,2017,1.2937,3,89,5.7,57
BLZ,2018,1.245,3,97,5.6,54
BLZ,2019,1.1983,3,99,5.4,53
BLZ,2020,1.1983,3,99,5.3,53
BEN,2000,21.4536,1500,89,449.7,8156
BEN,2001,20.8651,1500,88,455.8,8233
BEN,2002,20.3142,1600,87,463.5,8313
BEN,2003,19.7766,1600,86,473.3,8417
BEN,2004,19.2562,1600,85,485.5,8530
BEN,2005,18.724,1600,84,497.3,8608
BEN,2006,18.2045,1600,89,509.9,8678
BEN,2007,17.7314,1700,94,520.2,8797
BEN,2008,17.2419,1700,91,528.3,8911
BEN,2009,16.7643,1700,89,533.6,9025
BEN,2010,16.3182,1700,87,538.8,9141
BEN,2011,15.8657,1700,85,545.8,9238
BEN,2012,15.4228,1700,89,552.7,9108
BEN,2013,14.9777,1700,86,559.8,8814
BEN,2014,14.5723,1700,84,567.8,8576
BEN,2015,14.1489,1700,82,577.1,8629
BEN,2016,13.7386,1600,84,584.4,8633
BEN,2017,13.3309,1600,84,592,8670
BEN,2018,12.9434,1600,84,596.8,8728
BEN,2019,12.5327,1600,84,598.7,8795
BEN,2020,12.5327,1600,84,598,8795
BTN,2000,9.8093,68,96,36.1,265
BTN,2001,9.2542,60,96,34.7,254
BTN,2002,8.7491,56,95,33.3,244
BTN,2003,8.2284,52,96,31.9,233
BTN,2004,7.7255,49,92,30.4,223
BTN,2005,7.2108,45,97,28.8,213
BTN,2006,6.71,42,97,27.4,202
BTN,2007,6.1964,39,98,26,193
BTN,2008,5.6992,36,97,24.6,183
BTN,2009,5.2127,35,97,23.3,174
BTN,2010,4.7455,33,94,22.1,165
BTN,2011,4.2655,31,98,20.9,156
BTN,2012,3.8218,30,97,19.6,150
BTN,2013,3.4522,29,97,18.4,144
BTN,2014,3.1856,28,99,17.3,138
BTN,2015,2.9578,26,99,16.5,135
BTN,2016,2.7848,25,99,15.7,133
BTN,2017,2.6302,24,99,15.2,131
BTN,2018,2.5094,24,98,14.9,129
BTN,2019,2.3925,24,99,14.6,127
BTN,2020,2.3925,24,99,14.3,127
BOL,2000,4.8031,850,92,385.5,4033
BOL,2001,4.6187,820,91,381,3956
BOL,2002,4.4409,790,94,374.8,3874
BOL,2003,4.2717,760,96,366.8,3781
BOL,2004,4.1069,720,88,356.1,3707
BOL,2005,3.9383,690,93,342.8,3602
BOL,2006,3.7766,660,87,328.3,3495
BOL,2007,3.6177,620,85,311.9,3389
BOL,2008,3.4585,590,96,295.1,3271
BOL,2009,3.306,560,97,280,3151
BOL,2010,3.1616,530,97,266.7,3048
BOL,2011,3.0311,510,98,253.7,2955
BOL,2012,2.9071,480,97,241.9,2844
BOL,2013,2.7978,460,87,230.5,2736
BOL,2014,2.6942,440,92,218.7,2635
BOL,2015,2.5971,420,97,205.9,2525
BOL,2016,2.5105,400,93,193.5,2436
BOL,2017,2.4233,380,91,180.7,2361
BOL,2018,2.349,380,89,169.5,2285
BOL,2019,2.2702,380,81,159.1,2219
BOL,2020,2.2702,380,81,150.5,2219
BIH,2000,0.8276,7,90,29.9,164
BIH,2001,0.7931,6,94,28.2,152
BIH,2002,0.7631,5,86,25.8,141
BIH,2003,0.7366,5,93,23.2,133
BIH,2004,0.7127,5,93,20.9,127
BIH,2005,0.6921,5,95,19.3,125
BIH,2006,0.6727,4,94,17.8,124
BIH,2007,0.6543,4,96,17.2,123
BIH,2008,0.637,4,95,17.2,120
BIH,2009,0.6207,4,95,17.2,116
BIH,2010,0.6057,4,95,16.9,110
BIH,2011,0.5926,3,94,17.3,105
BIH,2012,0.5812,3,95,17,100
BIH,2013,0.5715,3,94,16.3,95
BIH,2014,0.5636,3,92,15.6,91
BIH,2015,0.5564,3,89,15.1,87
BIH,2016,0.5494,3,90,13.9,83
BIH,2017,0.5415,3,92,13.3,79
BIH,2018,0.5312,3,89,12.9,76
BIH,2019,0.5205,3,89,12.6,73
BIH,2020,0.5205,3,89,12.1,73
BWA,2000,8.3879,130,98,68.3,574
BWA,2001,7.9913,130,98,67.6,617
BWA,2002,7.5989,140,98,67.4,658
BWA,2003,7.2268,140,98,67.4,701
BWA,2004,6.8801,140,98,67.8,754
BWA,2005,6.5352,120,98,67.6,803
BWA,2006,6.2087,120,98,67.7,817
BWA,2007,5.9127,110,98,68,824
BWA,2008,5.6263,110,98,67.3,832
BWA,2009,5.3581,100,98,66.3,846
BWA,2010,5.1184,99,98,65.5,869
BWA,2011,4.8846,98,98,64.7,890
BWA,2012,4.6725,95,98,63.2,906
BWA,2013,4.4696,92,98,62.8,918
BWA,2014,4.2956,91,98,62.6,915
BWA,2015,4.1485,88,98,63.1,902
BWA,2016,3.9991,85,98,63.7,886
BWA,2017,3.8484,81,98,64.2,879
BWA,2018,3.7125,81,98,63.9,873
BWA,2019,3.5844,81,98,63.1,862
BWA,2020,3.5844,81,98,61.9,862
BRA,2000,1.5426,2400,99,1710.8,35340
BRA,2001,1.5125,2300,99,1589.3,33972
BRA,2002,1.4847,2300,99,1475.2,32768
BRA,2003,1.4586,2300,99,1375.1,31563
BRA,2004,1.4332,2300,99,1290.3,30195
BRA,2005,1.4091,2300,99,1222.3,28915
BRA,2006,1.386,2300,99,1157.1,27918
BRA,2007,1.364,2200,99,1103.4,27103
BRA,2008,1.3416,2100,99,1058.8,26475
BRA,2009,1.3173,2100,99,1020.6,26053
BRA,2010,1.2905,1900,99,984.2,25632
BRA,2011,1.2602,1800,99,950.6,25359
BRA,2012,1.2263,1800,99,926,25169
BRA,2013,1.1899,1800,98,907.7,24962
BRA,2014,1.152,1800,98,895.1,24787
BRA,2015,1.1136,1900,97,887.5,24389
BRA,2016,1.0766,1800,95,892.2,24467
BRA,2017,1.0409,1700,99,896.4,23051
BRA,2018,1.007,1700,87,895.6,22369
BRA,2019,0.9733,1700,81,889.9,21771
BRA,2020,0.9733,1700,81,882.6,21771
BRN,2000,1.7587,2,99,7.3,39
BRN,2001,1.7218,2,99,7.2,38
BRN,2002,1.6867,2,99,7.1,37
BRN,2003,1.6547,2,99,7,36
BRN,2004,1.6252,2,99,6.9,34
BRN,2005,1.5974,2,99,6.7,32
BRN,2006,1.5717,2,99,6.6,31
BRN,2007,1.5469,2,99,6.3,30
BRN,2008,1.5237,2,99,6.1,30
BRN,2009,1.5012,2,99,5.9,29
BRN,2010,1.4805,2,98,5.8,29
BRN,2011,1.4596,2,99,5.6,29
BRN,2012,1.4404,2,98,5.6,29
BRN,2013,1.4234,2,99,5.6,30
BRN,2014,1.4048,2,99,5.6,30
BRN,2015,1.3862,2,99,5.4,30
BRN,2016,1.3688,2,99,5.3,29
BRN,2017,1.3493,2,99,5.1,29
BRN,2018,1.331,2,99,4.7,29
BRN,2019,1.3109,2,99,4.3,29
BRN,2020,1.3109,2,99,4,29
BGR,2000,1.5908,13,95,32.2,501
BGR,2001,1.4885,12,95,30.8,505
BGR,2002,1.4253,11,97,30.2,528
BGR,2003,1.4,11,96,30.1,547
BGR,2004,1.4031,11,95,30.1,554
BGR,2005,1.4114,11,97,30,553
BGR,2006,1.4111,11,97,30.9,540
BGR,2007,1.3923,10,96,31,538
BGR,2008,1.3465,9,97,31.1,531
BGR,2009,1.2763,9,96,30.5,519
BGR,2010,1.1948,9,96,29.5,503
BGR,2011,1.1136,8,96,29,480
BGR,2012,1.0359,7,96,28,451
BGR,2013,0.9673,7,96,26.5,417
BGR,2014,0.9103,7,90,25.2,397
BGR,2015,0.8659,7,93,24.1,387
BGR,2016,0.833,7,94,22.4,379
BGR,2017,0.8097,6,96,21.6,354
BGR,2018,0.7932,6,94,21.2,332
BGR,2019,0.7813,6,94,20.7,312
BGR,2020,0.7813,6,94,20.1,312
BFA,2000,25.1793,2800,97,901.4,16462
BFA,2001,24.2932,2800,93,937.5,16693
BFA,2002,23.3108,2700,89,969.5,16887
BFA,2003,22.2793,2700,90,997.5,16935
BFA,2004,21.1955,2700,90,1022,16929
BFA,2005,20.134,2600,91,1043.5,16856
BFA,2006,19.1099,2600,91,1063.2,16680
BFA,2007,18.1203,2600,92,1072.8,16550
BFA,2008,17.1612,2600,97,1073.7,16356
BFA,2009,16.2862,2600,93,1068,16180
BFA,2010,15.512,2500,93,1055.3,16031
BFA,2011,14.8309,2500,93,1037.8,15825
BFA,2012,14.2467,2500,94,1011,15473
BFA,2013,13.7325,2500,94,981.1,15247
BFA,2014,13.2133,2500,95,951.1,15094
BFA,2015,12.7844,2500,95,927.5,14744
BFA,2016,12.3192,2400,95,910.9,14455
BFA,2017,11.8938,2400,95,900.2,14710
BFA,2018,11.5062,2400,95,893.4,15031
BFA,2019,11.131,2400,95,888.7,15141
BFA,2020,11.131,2400,95,885.9,15141
BDI,2000,39.8517,2800,88,720.5,8736
BDI,2001,37.4657,2700,90,720.7,8854
BDI,2002,34.4317,2700,91,729.3,8957
BDI,2003,31.0133,2700,93,745.2,9114
BDI,2004,27.5404,2600,95,766.2,9257
BDI,2005,24.273,2600,96,789.4,9407
BDI,2006,21.3471,2600,99,816,9521
BDI,2007,18.9404,2600,99,839.3,9632
BDI,2008,17.0594,2600,98,860.6,9770
BDI,2009,15.6795,2500,99,881.9,10001
BDI,2010,14.7605,2500,99,905.6,10212
BDI,2011,14.1148,2400,99,937.7,10399
BDI,2012,13.6826,2400,98,967.4,10584
BDI,2013,13.3943,2400,98,994.4,10730
BDI,2014,13.2155,2400,98,1020,10862
BDI,2015,13.0504,2400,97,1046,11040
BDI,2016,12.8898,2400,97,1073.7,11198
BDI,2017,12.6493,2400,94,1100.4,11373
BDI,2018,12.3351,2400,94,1127.6,11590
BDI,2019,12.0167,2400,97,1155,11880
BDI,2020,12.0167,2400,97,1183.9,11880
CPV,2000,2.391,14,94,10.6,189
CPV,2001,2.2993,13,94,9.8,182
CPV,2002,2.2056,12,95,9.2,176
CPV,2003,2.1143,11,95,8.7,173
CPV,2004,2.0231,10,96,8.4,169
CPV,2005,1.9315,10,97,8.2,166
CPV,2006,1.8411,9,98,8.1,165
CPV,2007,1.7495,9,99,7.8,164
CPV,2008,1.657,8,99,7.5,163
CPV,2009,1.5647,8,99,7.2,162
CPV,2010,1.4757,8,99,6.9,160
CPV,2011,1.39,7,99,6.6,157
CPV,2012,1.3078,7,98,6.4,153
CPV,2013,1.229,7,93,6.2,149
CPV,2014,1.1545,7,99,6.1,144
CPV,2015,1.0843,7,97,5.9,138
CPV,2016,1.0189,6,96,5.8,132
CPV,2017,0.9608,6,97,5.7,126
CPV,2018,0.9079,6,99,5.4,121
CPV,2019,0.8658,6,96,5.2,116
CPV,2020,0.8658,6,96,5,116
KHM,2000,12.553,1700,78,804.5,8905
KHM,2001,11.597,1500,65,766.6,8564
KHM,2002,10.7117,1500,60,738.4,8232
KHM,2003,9.8541,1400,74,717.9,7927
KHM,2004,9.0574,1300,92,701.6,7586
KHM,2005,8.307,1200,85,686.2,7330
KHM,2006,7.6062,1100,85,679.9,7095
KHM,2007,6.9668,1100,87,671.2,6863
KHM,2008,6.374,1000,95,658.1,6645
KHM,2009,5.8243,960,99,642.7,6405
KHM,2010,5.3314,910,93,626.5,6146
KHM,2011,4.8845,850,95,619.7,5917
KHM,2012,4.4868,790,97,602.5,5671
KHM,2013,4.1574,740,94,580.2,5456
KHM,2014,3.8799,700,94,562.9,5269
KHM,2015,3.6536,650,94,551.7,5120
KHM,2016,3.4675,620,94,541.5,4979
KHM,2017,3.2987,590,94,536.9,4842
KHM,2018,3.1612,590,94,535.4,4696
KHM,2019,3.0311,590,94,534.5,4573
KHM,2020,3.0311,590,94,532.6,4573
CMR,2000,20.459,5700,66,989,15798
