ISO,YEAR,CMR,MMR,IMR,MNR,SBR
GBR,2009,0.4611,81,97,,3106
GBR,2010,0.4469,78,98,,3048
GBR,2011,0.4335,74,98,,2954
GBR,2012,0.4209,67,98,,2825
GBR,2013,0.4091,64,98,,2682
GBR,2014,0.3982,63,98,,2531
GBR,2015,0.3881,60,98,,2386
GBR,2016,0.3787,57,98,,2361
GBR,2017,0.37,52,98,,2371
GBR,2018,0.3616,52,98,,2370
GBR,2019,0.3528,52,97,,2358
GBR,2020,0.3528,52,97,,2358
TZA,2000,13.9332,12000,92,2743.9,36405
TZA,2001,13.3188,12000,95,2765,36412
TZA,2002,12.7054,12000,96,2801.9,36467
TZA,2003,12.125,12000,99,2853.7,36758
TZA,2004,11.5769,12000,99,2913.5,37123
TZA,2005,11.0713,12000,95,2973.9,37509
TZA,2006,10.6189,12000,94,3054.6,37943
TZA,2007,10.2254,12000,89,3119.4,38425
TZA,2008,9.8897,11000,88,3164,38991
TZA,2009,9.6229,12000,90,3193.2,39493
TZA,2010,9.4176,12000,98,3205.7,39826
TZA,2011,9.2639,11000,96,3194.9,40262
TZA,2012,9.1667,11000,99,3163.1,40617
TZA,2013,9.0902,11000,99,3129.6,40495
TZA,2014,8.9881,11000,99,3103,40298
TZA,2015,8.859,11000,97,3096,40166
TZA,2016,8.7065,11000,95,3104,40121
TZA,2017,8.5085,11000,93,3119.6,40157
TZA,2018,8.3049,11000,91,3130.4,40289
TZA,2019,8.1233,11000,91,3129.9,40480
TZA,2020,8.1233,11000,91,3115.6,40480
USA,2000,0.8194,470,99,615.8,13163
USA,2001,0.7919,510,98,587.7,13102
USA,2002,0.7705,520,97,571.5,12894
USA,2003,0.7518,540,99,563.2,12714
USA,2004,0.7326,540,99,556.8,12752
USA,2005,0.7113,560,99,555.2,12382
USA,2006,0.6874,570,99,566.3,12336
USA,2007,0.6615,570,99,568,12454
USA,2008,0.6359,580,99,564.4,12805
USA,2009,0.6131,600,98,559.2,12247
USA,2010,0.5944,600,98,556.6,12147
USA,2011,0.5815,610,98,561.6,11987
USA,2012,0.5747,620,97,564.3,11883
USA,2013,0.5734,630,98,566.4,11799
USA,2014,0.5768,640,98,570.4,11795
USA,2015,0.5838,680,98,575.5,11810
USA,2016,0.5932,730,98,577.3,11849
USA,2017,0.6024,720,98,586.7,11861
USA,2018,0.6089,720,97,600.7,11855
USA,2019,0.61,720,97,616.5,11844
USA,2020,0.61,720,97,633.4,11844
URY,2000,1.2108,14,92,39.5,399
URY,2001,1.1779,13,99,37.5,381
URY,2002,1.146,13,99,35.7,367
URY,2003,1.1152,12,98,34.1,360
URY,2004,1.085,12,98,32.5,345
URY,2005,1.0559,11,99,30.8,327
URY,2006,1.0274,10,99,29.2,311
URY,2007,0.9994,10,98,27.6,292
URY,2008,0.9721,9,98,25.9,268
URY,2009,0.9451,9,99,24.5,247
URY,2010,0.9188,8,98,23.1,236
URY,2011,0.8928,8,99,21.9,234
URY,2012,0.8666,8,98,20.9,238
URY,2013,0.8407,9,98,20.1,241
URY,2014,0.8151,8,99,19.4,240
URY,2015,0.7901,9,99,18.6,234
URY,2016,0.7657,9,97,18,233
URY,2017,0.7419,8,97,17.3,234
URY,2018,0.7191,8,96,16.6,230
URY,2019,0.6968,8,99,15.9,225
URY,2020,0.6968,8,99,15.3,225
UZB,2000,2.766,230,99,839.8,6357
UZB,2001,2.5791,230,99,749.4,6155
UZB,2002,2.4114,230,99,677,5978
UZB,2003,2.2719,220,99,619.7,5868
UZB,2004,2.1638,210,99,575,5840
UZB,2005,2.0857,220,99,538.7,5826
UZB,2006,2.0359,210,96,515.1,5854
UZB,2007,2.0078,210,98,497.9,5882
UZB,2008,1.9964,210,99,486.4,5898
UZB,2009,1.995,210,99,476.9,5876
UZB,2010,1.9973,200,99,466.9,5840
UZB,2011,1.998,210,99,461.7,5797
UZB,2012,1.9948,220,99,450.4,5701
UZB,2013,1.985,220,99,434.2,5579
UZB,2014,1.9693,210,99,416.6,5422
UZB,2015,1.9522,210,99,397.8,5263
UZB,2016,1.9342,200,99,383.7,5085
UZB,2017,1.9109,200,99,372.6,4890
UZB,2018,1.8775,200,99,363.1,4728
UZB,2019,1.837,200,96,352.8,4535
UZB,2020,1.837,200,96,340.9,4535
VUT,2000,3.2144,9,85,7.1,77
VUT,2001,3.2061,9,84,7.2,78
VUT,2002,3.2051,8,83,7.3,79
VUT,2003,3.2076,8,82,7.4,81
VUT,2004,3.2178,8,80,7.6,83
VUT,2005,3.232,8,79,7.8,84
VUT,2006,3.2528,8,78,8,86
VUT,2007,3.2777,7,80,8.2,87
VUT,2008,3.2986,7,82,8.5,89
VUT,2009,3.3215,7,84,8.9,91
VUT,2010,3.3459,7,86,9.2,92
VUT,2011,3.3612,7,88,9.8,95
VUT,2012,3.3652,7,90,10.1,96
VUT,2013,3.3468,7,92,10.4,98
VUT,2014,3.3077,7,94,10.6,98
VUT,2015,3.2547,6,89,10.9,99
VUT,2016,3.186,6,93,10.9,99
VUT,2017,3.111,6,91,11.1,99
VUT,2018,3.0423,6,93,11.5,99
VUT,2019,2.9669,6,95,11.8,98
VUT,2020,2.9669,6,95,12.1,98
VEN,2000,1.8136,690,92,496.7,5699
VEN,2001,1.8209,710,82,487.6,5638
VEN,2002,1.8255,780,79,482.9,5525
VEN,2003,1.8194,740,88,483.7,5457
VEN,2004,1.8012,700,93,482.4,5510
VEN,2005,1.7715,660,98,476,5541
VEN,2006,1.7322,670,79,462.7,5486
VEN,2007,1.685,670,70,447,5343
VEN,2008,1.6322,690,87,427.1,5268
VEN,2009,1.5787,710,86,410.3,5273
VEN,2010,1.5302,690,90,394.4,5263
VEN,2011,1.493,680,90,381.2,5272
VEN,2012,1.4713,680,90,367.5,5236
VEN,2013,1.4686,670,90,355.8,5103
VEN,2014,1.4777,650,88,341.4,4915
VEN,2015,1.4864,640,98,321.9,5258
VEN,2016,1.4871,660,97,307.6,5164
VEN,2017,1.4823,670,95,291.5,5037
VEN,2018,1.4757,670,84,272.2,4938
VEN,2019,1.4688,670,85,256.5,4865
VEN,2020,1.4688,670,85,249.6,4865
VNM,2000,4.006,940,97,3005.1,18734
VNM,2001,3.7137,890,99,2662.7,17750
VNM,2002,3.4399,850,85,2468.7,17060
VNM,2003,3.184,820,99,2359.2,16501
VNM,2004,2.9459,790,98,2281.4,16098
VNM,2005,2.7236,760,98,2201.8,15759
VNM,2006,2.5103,730,94,2184.7,15502
VNM,2007,2.3143,720,92,2140.8,15336
VNM,2008,2.1352,720,97,2084.3,15140
VNM,2009,1.9676,720,97,2032.6,14968
VNM,2010,1.8133,720,93,1992.6,14783
VNM,2011,1.6705,720,97,1964.9,14623
VNM,2012,1.5357,720,99,1921.9,14390
VNM,2013,1.4185,730,83,1925.3,14185
VNM,2014,1.3206,720,95,1890.9,13898
VNM,2015,1.2391,720,98,1865.5,13633
VNM,2016,1.1706,710,96,1837.2,13414
VNM,2017,1.1123,700,98,1824.1,13135
VNM,2018,1.0608,700,78,1804.2,12861
VNM,2019,1.0144,700,96,1789.3,12479
VNM,2020,1.0144,700,96,1761,12479
YEM,2000,7.5693,2100,88,1706.3,18890
YEM,2001,7.2059,2000,87,1706.7,18694
YEM,2002,6.863,2000,72,1728.2,18491
YEM,2003,6.5221,1900,77,1763.4,18352
YEM,2004,6.1993,1800,89,1798,18165
YEM,2005,5.8864,1800,88,1821,18102
YEM,2006,5.5999,1700,86,1848.1,18051
YEM,2007,5.3227,1700,88,1854.5,17975
YEM,2008,5.063,1600,85,1844.7,17923
YEM,2009,4.8179,1600,84,1828.9,17883
YEM,2010,4.5861,1500,84,1812,18041
YEM,2011,4.3652,1500,79,1796.9,18284
YEM,2012,4.508,1500,77,1780.6,18806
YEM,2013,3.9765,1500,82,1764.2,19381
YEM,2014,4.282,1500,82,1736.7,19967
YEM,2015,5.5989,1400,77,1706.8,20512
YEM,2016,5.1766,1400,76,1679.6,20984
YEM,2017,5.1716,1400,76,1644.1,21183
YEM,2018,6.4789,1400,75,1606,21147
YEM,2019,6.2825,1400,81,1567,21184
YEM,2020,6.2825,1400,81,1530,21184
ZMB,2000,15.4415,2500,94,1031,9952
ZMB,2001,14.9464,2400,94,1059.7,10099
ZMB,2002,14.4331,2300,94,1080.5,10213
ZMB,2003,13.8762,2300,93,1094.7,10212
ZMB,2004,13.3075,2200,93,1104,10231
ZMB,2005,12.7464,2200,92,1112,10205
ZMB,2006,12.1996,2100,92,1120.9,10184
ZMB,2007,11.6967,2100,93,1120.6,10193
ZMB,2008,11.1986,1900,95,1114.7,10214
ZMB,2009,10.7426,1800,96,1105.3,10077
ZMB,2010,10.304,1700,92,1094.2,9930
ZMB,2011,9.8756,1600,87,1079.1,9786
ZMB,2012,9.4637,1600,86,1067.9,9711
ZMB,2013,9.0423,1500,86,1060.2,9693
ZMB,2014,8.6406,1400,96,1050.9,9665
ZMB,2015,8.2397,1400,97,1034.9,9615
ZMB,2016,7.8744,1400,99,1015.1,9547
ZMB,2017,7.5556,1300,95,993.5,9507
ZMB,2018,7.2452,1300,94,970.3,9503
ZMB,2019,6.973,1300,94,954.3,9597
ZMB,2020,6.973,1300,94,951,9597
ZWE,2000,8.7608,2200,84,547.8,8787
ZWE,2001,8.8438,2400,83,563.4,8925
ZWE,2002,8.9385,2600,81,577.5,9115
ZWE,2003,9.0368,2700,79,589.8,9358
ZWE,2004,9.1093,2800,77,601.2,9670
ZWE,2005,9.1469,2800,80,613.1,10010
ZWE,2006,9.1279,2900,83,623.7,10407
ZWE,2007,9.0336,2900,86,634.1,10806
ZWE,2008,8.851,2900,89,649.4,11135
ZWE,2009,8.5788,2900,87,663.6,11333
ZWE,2010,8.2428,2800,95,673.7,11335
ZWE,2011,7.8531,2600,99,677.7,11163
ZWE,2012,7.4344,2500,99,669.9,10857
ZWE,2013,7.029,2400,98,651.8,10386
ZWE,2014,6.6342,2300,98,630.3,9358
ZWE,2015,6.2862,2200,94,605.9,8392
ZWE,2016,5.9686,2100,94,587.4,7743
ZWE,2017,5.6842,2100,94,561.8,7335
ZWE,2018,5.4266,2100,94,532,7169
ZWE,2019,5.1928,2100,94,503,7113
ZWE,2020,5.1928,2100,94,482.5,7113
